tanggal,id_karyawan,nama_karyawan,jam_masuk,jam_jadwal,terlambat,cuaca,hari
2024-02-10,3,Karyawan_3,08:35,08:00,1,Berawan,Saturday
2024-06-06,10,Karyawan_10,08:30,08:00,1,Hujan,Thursday
2024-01-25,16,Karyawan_16,08:14,08:00,1,Berawan,Thursday
2024-11-04,10,Karyawan_10,08:56,08:00,1,Berawan,Monday
2024-10-08,10,Karyawan_10,08:32,08:00,1,Cerah,Tuesday
2024-12-16,14,Karyawan_14,08:36,08:00,1,Cerah,Monday
2024-01-18,15,Karyawan_15,08:32,08:00,1,Hujan,Thursday
2024-10-18,11,Karyawan_11,08:09,08:00,1,Hujan,Friday
2024-11-20,7,Karyawan_7,08:17,08:00,1,Hujan,Wednesday
2024-08-30,6,Karyawan_6,08:11,08:00,1,Cerah,Friday
2024-02-23,10,Karyawan_10,07:57,08:00,0,Cerah,Friday
2024-10-28,20,Karyawan_20,08:00,08:00,0,Cerah,Monday
2024-04-12,16,Karyawan_16,08:43,08:00,1,Berawan,Friday
2024-07-21,16,Karyawan_16,08:50,08:00,1,Cerah,Sunday
2024-09-01,17,Karyawan_17,08:40,08:00,1,Berawan,Sunday
2024-11-05,14,Karyawan_14,08:19,08:00,1,Berawan,Tuesday
2024-08-25,4,Karyawan_4,08:52,08:00,1,Cerah,Sunday
2024-08-23,8,Karyawan_8,08:09,08:00,1,Cerah,Friday
2024-06-15,20,Karyawan_20,08:23,08:00,1,Cerah,Saturday
2024-06-30,6,Karyawan_6,08:17,08:00,1,Cerah,Sunday
2024-12-22,18,Karyawan_18,08:19,08:00,1,Berawan,Sunday
2024-11-03,3,Karyawan_3,08:34,08:00,1,Berawan,Sunday
2024-04-19,3,Karyawan_3,08:29,08:00,1,Cerah,Friday
2024-05-20,11,Karyawan_11,07:50,08:00,0,Cerah,Monday
2024-02-06,1,Karyawan_1,08:26,08:00,1,Cerah,Tuesday
2024-01-24,10,Karyawan_10,08:29,08:00,1,Berawan,Wednesday
2024-09-12,18,Karyawan_18,08:59,08:00,1,Berawan,Thursday
2024-11-28,17,Karyawan_17,08:23,08:00,1,Cerah,Thursday
2024-09-19,10,Karyawan_10,08:48,08:00,1,Berawan,Thursday
2024-02-26,16,Karyawan_16,08:55,08:00,1,Cerah,Monday
2024-10-31,7,Karyawan_7,08:53,08:00,1,Cerah,Thursday
2024-07-31,16,Karyawan_16,08:05,08:00,0,Hujan,Wednesday
2024-12-29,12,Karyawan_12,08:23,08:00,1,Berawan,Sunday
2024-12-03,20,Karyawan_20,08:21,08:00,1,Cerah,Tuesday
2024-10-20,18,Karyawan_18,08:34,08:00,1,Hujan,Sunday
2024-06-19,12,Karyawan_12,08:06,08:00,1,Berawan,Wednesday
2024-05-10,3,Karyawan_3,08:27,08:00,1,Cerah,Friday
2024-11-27,13,Karyawan_13,08:08,08:00,1,Berawan,Wednesday
2024-12-05,4,Karyawan_4,08:41,08:00,1,Hujan,Thursday
2024-03-02,10,Karyawan_10,08:04,08:00,0,Berawan,Saturday
2024-10-04,8,Karyawan_8,08:50,08:00,1,Cerah,Friday
2024-01-01,6,Karyawan_6,08:28,08:00,1,Berawan,Monday
2024-07-15,14,Karyawan_14,08:15,08:00,1,Hujan,Monday
2024-05-04,20,Karyawan_20,08:28,08:00,1,Hujan,Saturday
2024-03-23,13,Karyawan_13,08:28,08:00,1,Cerah,Saturday
2024-05-29,15,Karyawan_15,08:53,08:00,1,Berawan,Wednesday
2024-06-21,5,Karyawan_5,08:25,08:00,1,Hujan,Friday
2024-03-01,16,Karyawan_16,07:59,08:00,0,Hujan,Friday
2024-05-29,7,Karyawan_7,08:42,08:00,1,Berawan,Wednesday
2024-06-21,2,Karyawan_2,08:36,08:00,1,Berawan,Friday
2024-10-10,5,Karyawan_5,08:39,08:00,1,Hujan,Thursday
2024-04-04,7,Karyawan_7,08:52,08:00,1,Hujan,Thursday
2024-03-22,4,Karyawan_4,07:50,08:00,0,Cerah,Friday
2024-06-15,14,Karyawan_14,08:34,08:00,1,Cerah,Saturday
2024-04-12,5,Karyawan_5,07:58,08:00,0,Hujan,Friday
2024-05-05,20,Karyawan_20,08:12,08:00,1,Hujan,Sunday
2024-08-21,11,Karyawan_11,08:39,08:00,1,Cerah,Wednesday
2024-05-18,14,Karyawan_14,08:09,08:00,1,Berawan,Saturday
2024-10-17,17,Karyawan_17,07:59,08:00,0,Hujan,Thursday
2024-02-02,19,Karyawan_19,08:02,08:00,0,Cerah,Friday
2024-07-28,10,Karyawan_10,08:52,08:00,1,Berawan,Sunday
2024-05-30,18,Karyawan_18,08:35,08:00,1,Hujan,Thursday
2024-09-08,6,Karyawan_6,08:19,08:00,1,Berawan,Sunday
2024-08-22,18,Karyawan_18,07:54,08:00,0,Berawan,Thursday
2024-07-31,19,Karyawan_19,08:25,08:00,1,Hujan,Wednesday
2024-12-12,20,Karyawan_20,08:49,08:00,1,Hujan,Thursday
2024-10-08,6,Karyawan_6,08:32,08:00,1,Cerah,Tuesday
2024-06-08,12,Karyawan_12,08:24,08:00,1,Hujan,Saturday
2024-03-12,18,Karyawan_18,08:34,08:00,1,Berawan,Tuesday
2024-09-20,8,Karyawan_8,08:09,08:00,1,Berawan,Friday
2024-11-24,5,Karyawan_5,08:31,08:00,1,Berawan,Sunday
2024-01-04,20,Karyawan_20,08:53,08:00,1,Cerah,Thursday
2024-04-04,4,Karyawan_4,08:55,08:00,1,Hujan,Thursday
2024-02-17,9,Karyawan_9,08:16,08:00,1,Hujan,Saturday
2024-12-15,14,Karyawan_14,08:06,08:00,1,Cerah,Sunday
2024-11-07,3,Karyawan_3,08:26,08:00,1,Hujan,Thursday
2024-09-04,17,Karyawan_17,08:27,08:00,1,Berawan,Wednesday
2024-05-17,14,Karyawan_14,08:17,08:00,1,Cerah,Friday
2024-12-10,5,Karyawan_5,08:47,08:00,1,Cerah,Tuesday
2024-02-01,5,Karyawan_5,07:51,08:00,0,Berawan,Thursday
2024-02-15,1,Karyawan_1,08:39,08:00,1,Cerah,Thursday
2024-06-29,17,Karyawan_17,08:14,08:00,1,Berawan,Saturday
2024-10-31,19,Karyawan_19,08:32,08:00,1,Berawan,Thursday
2024-08-26,9,Karyawan_9,07:54,08:00,0,Berawan,Monday
2024-11-20,18,Karyawan_18,08:50,08:00,1,Cerah,Wednesday
2024-04-30,12,Karyawan_12,08:36,08:00,1,Cerah,Tuesday
2024-12-14,8,Karyawan_8,08:24,08:00,1,Hujan,Saturday
2024-02-09,18,Karyawan_18,08:14,08:00,1,Hujan,Friday
2024-10-15,3,Karyawan_3,08:22,08:00,1,Hujan,Tuesday
2024-09-17,18,Karyawan_18,08:17,08:00,1,Berawan,Tuesday
2024-11-12,14,Karyawan_14,08:10,08:00,1,Hujan,Tuesday
2024-12-26,7,Karyawan_7,08:28,08:00,1,Hujan,Thursday
2024-05-11,13,Karyawan_13,08:08,08:00,1,Cerah,Saturday
2024-04-14,3,Karyawan_3,07:58,08:00,0,Berawan,Sunday
2024-08-23,7,Karyawan_7,08:42,08:00,1,Cerah,Friday
2024-08-12,2,Karyawan_2,07:57,08:00,0,Berawan,Monday
2024-10-21,10,Karyawan_10,08:30,08:00,1,Cerah,Monday
2024-05-22,11,Karyawan_11,07:53,08:00,0,Hujan,Wednesday
2024-03-05,6,Karyawan_6,08:32,08:00,1,Hujan,Tuesday
2024-01-15,7,Karyawan_7,08:28,08:00,1,Berawan,Monday
2024-01-28,17,Karyawan_17,08:35,08:00,1,Cerah,Sunday
2024-04-05,12,Karyawan_12,09:00,08:00,1,Berawan,Friday
2024-01-15,14,Karyawan_14,08:10,08:00,1,Cerah,Monday
2024-06-01,8,Karyawan_8,07:58,08:00,0,Cerah,Saturday
2024-10-30,3,Karyawan_3,08:27,08:00,1,Cerah,Wednesday
2024-01-13,17,Karyawan_17,08:01,08:00,0,Hujan,Saturday
2024-02-14,16,Karyawan_16,08:41,08:00,1,Berawan,Wednesday
2024-03-02,4,Karyawan_4,08:32,08:00,1,Hujan,Saturday
2024-12-27,2,Karyawan_2,08:29,08:00,1,Hujan,Friday
2024-04-08,2,Karyawan_2,08:37,08:00,1,Berawan,Monday
2024-06-19,12,Karyawan_12,08:05,08:00,0,Cerah,Wednesday
2024-10-23,14,Karyawan_14,08:37,08:00,1,Berawan,Wednesday
2024-03-06,10,Karyawan_10,08:28,08:00,1,Berawan,Wednesday
2024-12-14,17,Karyawan_17,07:57,08:00,0,Berawan,Saturday
2024-04-22,10,Karyawan_10,08:52,08:00,1,Cerah,Monday
2024-04-23,3,Karyawan_3,08:36,08:00,1,Cerah,Tuesday
2024-03-07,19,Karyawan_19,07:58,08:00,0,Hujan,Thursday
2024-08-09,1,Karyawan_1,08:56,08:00,1,Hujan,Friday
2024-12-25,14,Karyawan_14,08:09,08:00,1,Berawan,Wednesday
2024-03-24,7,Karyawan_7,08:01,08:00,0,Hujan,Sunday
2024-02-16,1,Karyawan_1,07:58,08:00,0,Hujan,Friday
2024-09-05,8,Karyawan_8,08:27,08:00,1,Hujan,Thursday
2024-11-11,6,Karyawan_6,08:04,08:00,0,Hujan,Monday
2024-10-04,1,Karyawan_1,07:53,08:00,0,Hujan,Friday
2024-11-14,1,Karyawan_1,08:14,08:00,1,Berawan,Thursday
2024-03-06,14,Karyawan_14,07:56,08:00,0,Hujan,Wednesday
2024-05-06,6,Karyawan_6,08:41,08:00,1,Berawan,Monday
2024-11-19,17,Karyawan_17,08:58,08:00,1,Hujan,Tuesday
2024-09-08,20,Karyawan_20,08:55,08:00,1,Berawan,Sunday
2024-09-18,10,Karyawan_10,08:45,08:00,1,Berawan,Wednesday
2024-10-01,14,Karyawan_14,08:37,08:00,1,Berawan,Tuesday
2024-06-02,16,Karyawan_16,08:48,08:00,1,Hujan,Sunday
2024-11-20,4,Karyawan_4,08:37,08:00,1,Hujan,Wednesday
2024-05-13,5,Karyawan_5,08:04,08:00,0,Berawan,Monday
2024-01-07,7,Karyawan_7,08:32,08:00,1,Hujan,Sunday
2024-10-17,7,Karyawan_7,08:27,08:00,1,Berawan,Thursday
2024-01-20,1,Karyawan_1,08:18,08:00,1,Cerah,Saturday
2024-05-05,16,Karyawan_16,08:59,08:00,1,Cerah,Sunday
2024-02-19,19,Karyawan_19,08:10,08:00,1,Hujan,Monday
2024-07-17,5,Karyawan_5,07:56,08:00,0,Cerah,Wednesday
2024-03-05,5,Karyawan_5,08:07,08:00,1,Hujan,Tuesday
2024-05-29,6,Karyawan_6,08:47,08:00,1,Cerah,Wednesday
2024-10-07,15,Karyawan_15,07:50,08:00,0,Berawan,Monday
2024-08-26,5,Karyawan_5,08:46,08:00,1,Cerah,Monday
2024-10-22,16,Karyawan_16,08:38,08:00,1,Cerah,Tuesday
2024-12-05,7,Karyawan_7,08:00,08:00,0,Cerah,Thursday
2024-10-31,1,Karyawan_1,08:13,08:00,1,Hujan,Thursday
2024-09-20,8,Karyawan_8,08:02,08:00,0,Berawan,Friday
2024-11-24,6,Karyawan_6,08:08,08:00,1,Berawan,Sunday
2024-12-14,7,Karyawan_7,08:11,08:00,1,Cerah,Saturday
2024-04-19,4,Karyawan_4,08:03,08:00,0,Cerah,Friday
2024-11-24,8,Karyawan_8,08:08,08:00,1,Hujan,Sunday
2024-12-06,5,Karyawan_5,08:33,08:00,1,Hujan,Friday
2024-01-26,16,Karyawan_16,08:01,08:00,0,Hujan,Friday
2024-10-25,18,Karyawan_18,08:25,08:00,1,Cerah,Friday
2024-05-02,10,Karyawan_10,07:59,08:00,0,Cerah,Thursday
2024-10-09,20,Karyawan_20,08:05,08:00,0,Berawan,Wednesday
2024-01-30,8,Karyawan_8,08:31,08:00,1,Cerah,Tuesday
2024-09-27,17,Karyawan_17,08:20,08:00,1,Berawan,Friday
2024-08-27,10,Karyawan_10,08:39,08:00,1,Hujan,Tuesday
2024-07-10,9,Karyawan_9,08:36,08:00,1,Cerah,Wednesday
2024-12-15,15,Karyawan_15,08:18,08:00,1,Hujan,Sunday
2024-01-18,20,Karyawan_20,08:08,08:00,1,Hujan,Thursday
2024-08-30,6,Karyawan_6,07:51,08:00,0,Berawan,Friday
2024-09-21,9,Karyawan_9,07:59,08:00,0,Hujan,Saturday
2024-05-25,7,Karyawan_7,08:58,08:00,1,Cerah,Saturday
2024-05-20,15,Karyawan_15,07:50,08:00,0,Cerah,Monday
2024-06-04,10,Karyawan_10,07:55,08:00,0,Cerah,Tuesday
2024-06-09,13,Karyawan_13,08:49,08:00,1,Hujan,Sunday
2024-12-30,9,Karyawan_9,08:36,08:00,1,Hujan,Monday
2024-12-03,10,Karyawan_10,07:51,08:00,0,Berawan,Tuesday
2024-03-26,4,Karyawan_4,08:40,08:00,1,Berawan,Tuesday
2024-10-12,10,Karyawan_10,08:27,08:00,1,Cerah,Saturday
2024-02-09,6,Karyawan_6,08:38,08:00,1,Berawan,Friday
2024-06-24,10,Karyawan_10,07:55,08:00,0,Cerah,Monday
2024-03-28,3,Karyawan_3,08:18,08:00,1,Cerah,Thursday
2024-08-15,2,Karyawan_2,08:58,08:00,1,Berawan,Thursday
2024-04-04,5,Karyawan_5,08:50,08:00,1,Hujan,Thursday
2024-05-21,3,Karyawan_3,08:11,08:00,1,Berawan,Tuesday
2024-03-03,5,Karyawan_5,08:12,08:00,1,Berawan,Sunday
2024-03-01,20,Karyawan_20,07:52,08:00,0,Cerah,Friday
2024-06-09,6,Karyawan_6,08:44,08:00,1,Cerah,Sunday
2024-12-05,20,Karyawan_20,08:30,08:00,1,Cerah,Thursday
2024-08-18,6,Karyawan_6,08:02,08:00,0,Cerah,Sunday
2024-04-29,3,Karyawan_3,07:50,08:00,0,Hujan,Monday
2024-08-11,11,Karyawan_11,08:20,08:00,1,Berawan,Sunday
2024-08-28,16,Karyawan_16,08:48,08:00,1,Berawan,Wednesday
2024-09-08,11,Karyawan_11,07:58,08:00,0,Berawan,Sunday
2024-12-27,20,Karyawan_20,08:45,08:00,1,Hujan,Friday
2024-11-21,16,Karyawan_16,08:13,08:00,1,Hujan,Thursday
2024-04-09,11,Karyawan_11,08:15,08:00,1,Berawan,Tuesday
2024-05-23,6,Karyawan_6,08:12,08:00,1,Hujan,Thursday
2024-01-25,8,Karyawan_8,07:52,08:00,0,Hujan,Thursday
2024-12-22,13,Karyawan_13,08:06,08:00,1,Cerah,Sunday
2024-08-21,6,Karyawan_6,08:25,08:00,1,Hujan,Wednesday
2024-08-10,10,Karyawan_10,08:53,08:00,1,Hujan,Saturday
2024-01-26,15,Karyawan_15,08:58,08:00,1,Hujan,Friday
2024-09-16,18,Karyawan_18,08:32,08:00,1,Berawan,Monday
2024-05-26,12,Karyawan_12,08:59,08:00,1,Berawan,Sunday
2024-12-11,14,Karyawan_14,08:26,08:00,1,Berawan,Wednesday
2024-05-27,18,Karyawan_18,07:52,08:00,0,Cerah,Monday
2024-07-16,10,Karyawan_10,08:17,08:00,1,Berawan,Tuesday
2024-07-08,4,Karyawan_4,08:05,08:00,0,Cerah,Monday
2024-09-03,18,Karyawan_18,08:14,08:00,1,Berawan,Tuesday
2024-04-13,16,Karyawan_16,08:53,08:00,1,Berawan,Saturday
2024-10-02,16,Karyawan_16,08:38,08:00,1,Hujan,Wednesday
2024-10-08,19,Karyawan_19,08:37,08:00,1,Berawan,Tuesday
2024-11-18,20,Karyawan_20,08:07,08:00,1,Hujan,Monday
2024-09-17,8,Karyawan_8,08:44,08:00,1,Cerah,Tuesday
2024-12-03,2,Karyawan_2,08:56,08:00,1,Berawan,Tuesday
2024-04-11,19,Karyawan_19,08:07,08:00,1,Berawan,Thursday
2024-02-05,6,Karyawan_6,08:00,08:00,0,Berawan,Monday
2024-04-17,19,Karyawan_19,08:25,08:00,1,Berawan,Wednesday
2024-09-19,18,Karyawan_18,08:48,08:00,1,Berawan,Thursday
2024-12-10,20,Karyawan_20,08:48,08:00,1,Hujan,Tuesday
2024-01-23,9,Karyawan_9,08:25,08:00,1,Cerah,Tuesday
2024-01-11,8,Karyawan_8,08:47,08:00,1,Cerah,Thursday
2024-04-03,12,Karyawan_12,08:29,08:00,1,Berawan,Wednesday
2024-12-30,17,Karyawan_17,08:29,08:00,1,Hujan,Monday
2024-07-22,13,Karyawan_13,08:16,08:00,1,Berawan,Monday
2024-05-15,2,Karyawan_2,07:50,08:00,0,Berawan,Wednesday
2024-07-17,1,Karyawan_1,08:39,08:00,1,Hujan,Wednesday
2024-01-10,16,Karyawan_16,08:12,08:00,1,Berawan,Wednesday
2024-09-19,4,Karyawan_4,07:58,08:00,0,Hujan,Thursday
2024-10-23,1,Karyawan_1,08:29,08:00,1,Hujan,Wednesday
2024-03-22,18,Karyawan_18,08:22,08:00,1,Cerah,Friday
2024-08-20,17,Karyawan_17,08:20,08:00,1,Hujan,Tuesday
2024-11-18,17,Karyawan_17,08:20,08:00,1,Cerah,Monday
2024-11-26,7,Karyawan_7,08:07,08:00,1,Hujan,Tuesday
2024-02-03,1,Karyawan_1,08:21,08:00,1,Berawan,Saturday
2024-08-26,3,Karyawan_3,08:28,08:00,1,Cerah,Monday
2024-08-16,9,Karyawan_9,08:37,08:00,1,Cerah,Friday
2024-05-27,9,Karyawan_9,08:08,08:00,1,Hujan,Monday
2024-11-02,19,Karyawan_19,08:15,08:00,1,Cerah,Saturday
2024-05-25,1,Karyawan_1,08:17,08:00,1,Hujan,Saturday
2024-12-24,18,Karyawan_18,08:53,08:00,1,Cerah,Tuesday
2024-03-29,17,Karyawan_17,09:00,08:00,1,Hujan,Friday
2024-06-24,12,Karyawan_12,08:54,08:00,1,Cerah,Monday
2024-09-14,10,Karyawan_10,08:19,08:00,1,Hujan,Saturday
2024-06-11,18,Karyawan_18,08:14,08:00,1,Hujan,Tuesday
2024-06-12,19,Karyawan_19,08:58,08:00,1,Berawan,Wednesday
2024-10-28,18,Karyawan_18,08:54,08:00,1,Berawan,Monday
2024-04-19,11,Karyawan_11,08:09,08:00,1,Hujan,Friday
2024-12-29,9,Karyawan_9,08:23,08:00,1,Hujan,Sunday
2024-06-21,5,Karyawan_5,08:49,08:00,1,Cerah,Friday
2024-12-07,12,Karyawan_12,08:50,08:00,1,Cerah,Saturday
2024-04-11,18,Karyawan_18,08:15,08:00,1,Cerah,Thursday
2024-11-05,1,Karyawan_1,08:13,08:00,1,Cerah,Tuesday
2024-06-16,9,Karyawan_9,08:31,08:00,1,Cerah,Sunday
2024-05-24,9,Karyawan_9,08:34,08:00,1,Hujan,Friday
2024-03-27,16,Karyawan_16,08:08,08:00,1,Cerah,Wednesday
2024-07-03,18,Karyawan_18,07:55,08:00,0,Cerah,Wednesday
2024-10-30,1,Karyawan_1,08:46,08:00,1,Berawan,Wednesday
2024-08-15,14,Karyawan_14,08:35,08:00,1,Hujan,Thursday
2024-01-28,14,Karyawan_14,07:51,08:00,0,Hujan,Sunday
2024-08-02,18,Karyawan_18,08:43,08:00,1,Berawan,Friday
2024-02-08,13,Karyawan_13,07:51,08:00,0,Hujan,Thursday
2024-02-10,8,Karyawan_8,08:47,08:00,1,Berawan,Saturday
2024-08-25,12,Karyawan_12,08:41,08:00,1,Berawan,Sunday
2024-02-14,9,Karyawan_9,08:54,08:00,1,Cerah,Wednesday
2024-02-25,16,Karyawan_16,07:53,08:00,0,Hujan,Sunday
2024-06-20,20,Karyawan_20,08:28,08:00,1,Cerah,Thursday
2024-09-05,3,Karyawan_3,07:54,08:00,0,Berawan,Thursday
2024-12-14,6,Karyawan_6,08:22,08:00,1,Cerah,Saturday
2024-09-18,5,Karyawan_5,08:36,08:00,1,Cerah,Wednesday
2024-01-26,16,Karyawan_16,08:15,08:00,1,Hujan,Friday
2024-10-18,5,Karyawan_5,08:13,08:00,1,Berawan,Friday
2024-01-13,13,Karyawan_13,08:29,08:00,1,Berawan,Saturday
2024-10-17,11,Karyawan_11,08:07,08:00,1,Hujan,Thursday
2024-11-19,1,Karyawan_1,08:16,08:00,1,Cerah,Tuesday
2024-07-25,9,Karyawan_9,08:58,08:00,1,Cerah,Thursday
2024-11-12,2,Karyawan_2,08:52,08:00,1,Hujan,Tuesday
2024-07-31,3,Karyawan_3,07:52,08:00,0,Hujan,Wednesday
2024-01-19,3,Karyawan_3,08:53,08:00,1,Cerah,Friday
2024-08-01,2,Karyawan_2,08:12,08:00,1,Cerah,Thursday
2024-05-31,17,Karyawan_17,08:21,08:00,1,Hujan,Friday
2024-11-01,3,Karyawan_3,08:10,08:00,1,Berawan,Friday
2024-03-30,13,Karyawan_13,08:33,08:00,1,Hujan,Saturday
2024-06-08,4,Karyawan_4,08:11,08:00,1,Hujan,Saturday
2024-07-16,4,Karyawan_4,08:50,08:00,1,Berawan,Tuesday
2024-01-04,1,Karyawan_1,08:15,08:00,1,Cerah,Thursday
2024-09-26,3,Karyawan_3,08:16,08:00,1,Hujan,Thursday
2024-01-06,16,Karyawan_16,08:27,08:00,1,Hujan,Saturday
2024-10-08,10,Karyawan_10,08:52,08:00,1,Hujan,Tuesday
2024-09-14,16,Karyawan_16,08:57,08:00,1,Cerah,Saturday
2024-10-08,14,Karyawan_14,08:38,08:00,1,Hujan,Tuesday
2024-06-25,4,Karyawan_4,08:26,08:00,1,Cerah,Tuesday
2024-02-23,9,Karyawan_9,08:56,08:00,1,Cerah,Friday
2024-04-12,2,Karyawan_2,08:58,08:00,1,Cerah,Friday
2024-07-01,18,Karyawan_18,08:49,08:00,1,Hujan,Monday
2024-09-03,5,Karyawan_5,08:33,08:00,1,Cerah,Tuesday
2024-04-14,15,Karyawan_15,08:56,08:00,1,Hujan,Sunday
2024-01-26,12,Karyawan_12,08:07,08:00,1,Hujan,Friday
2024-01-17,16,Karyawan_16,08:27,08:00,1,Cerah,Wednesday
2024-01-30,1,Karyawan_1,08:34,08:00,1,Cerah,Tuesday
2024-12-22,15,Karyawan_15,08:25,08:00,1,Hujan,Sunday
2024-10-04,18,Karyawan_18,08:00,08:00,0,Hujan,Friday
2024-06-05,2,Karyawan_2,08:55,08:00,1,Berawan,Wednesday
2024-07-27,15,Karyawan_15,08:40,08:00,1,Berawan,Saturday
2024-09-23,19,Karyawan_19,08:21,08:00,1,Berawan,Monday
2024-03-31,4,Karyawan_4,08:11,08:00,1,Hujan,Sunday
2024-11-06,17,Karyawan_17,08:27,08:00,1,Berawan,Wednesday
2024-10-17,8,Karyawan_8,08:35,08:00,1,Cerah,Thursday
2024-06-15,12,Karyawan_12,08:30,08:00,1,Hujan,Saturday
2024-05-31,7,Karyawan_7,08:32,08:00,1,Hujan,Friday
2024-10-14,13,Karyawan_13,08:37,08:00,1,Hujan,Monday
2024-02-29,8,Karyawan_8,08:59,08:00,1,Hujan,Thursday
2024-02-16,19,Karyawan_19,08:06,08:00,1,Cerah,Friday
2024-05-05,10,Karyawan_10,08:51,08:00,1,Hujan,Sunday
2024-06-26,12,Karyawan_12,08:57,08:00,1,Berawan,Wednesday
2024-07-01,4,Karyawan_4,08:26,08:00,1,Berawan,Monday
2024-12-31,8,Karyawan_8,08:34,08:00,1,Hujan,Tuesday
2024-03-30,3,Karyawan_3,08:02,08:00,0,Berawan,Saturday
2024-12-15,7,Karyawan_7,08:53,08:00,1,Hujan,Sunday
2024-01-10,10,Karyawan_10,07:51,08:00,0,Berawan,Wednesday
2024-02-20,11,Karyawan_11,08:04,08:00,0,Berawan,Tuesday
2024-08-28,1,Karyawan_1,08:00,08:00,0,Cerah,Wednesday
2024-04-23,7,Karyawan_7,08:53,08:00,1,Berawan,Tuesday
2024-01-16,19,Karyawan_19,08:24,08:00,1,Hujan,Tuesday
2024-09-01,12,Karyawan_12,08:35,08:00,1,Hujan,Sunday
2024-03-18,7,Karyawan_7,08:17,08:00,1,Berawan,Monday
2024-04-18,18,Karyawan_18,07:52,08:00,0,Berawan,Thursday
2024-04-15,13,Karyawan_13,08:13,08:00,1,Hujan,Monday
2024-11-29,1,Karyawan_1,07:56,08:00,0,Hujan,Friday
2024-08-14,15,Karyawan_15,08:44,08:00,1,Berawan,Wednesday
2024-07-13,1,Karyawan_1,08:20,08:00,1,Cerah,Saturday
2024-03-11,19,Karyawan_19,08:32,08:00,1,Cerah,Monday
2024-06-07,15,Karyawan_15,08:55,08:00,1,Cerah,Friday
2024-03-09,3,Karyawan_3,08:22,08:00,1,Hujan,Saturday
2024-08-11,1,Karyawan_1,07:50,08:00,0,Berawan,Sunday
2024-02-07,3,Karyawan_3,08:03,08:00,0,Cerah,Wednesday
2024-04-08,16,Karyawan_16,08:03,08:00,0,Hujan,Monday
2024-07-16,13,Karyawan_13,08:04,08:00,0,Cerah,Tuesday
2024-08-21,2,Karyawan_2,08:11,08:00,1,Berawan,Wednesday
2024-06-13,6,Karyawan_6,08:44,08:00,1,Hujan,Thursday
2024-06-10,2,Karyawan_2,08:20,08:00,1,Berawan,Monday
2024-06-08,2,Karyawan_2,08:20,08:00,1,Cerah,Saturday
2024-04-09,1,Karyawan_1,08:48,08:00,1,Hujan,Tuesday
2024-01-08,4,Karyawan_4,08:36,08:00,1,Hujan,Monday
2024-07-27,12,Karyawan_12,08:08,08:00,1,Hujan,Saturday
2024-01-17,17,Karyawan_17,07:52,08:00,0,Cerah,Wednesday
2024-05-19,1,Karyawan_1,08:06,08:00,1,Cerah,Sunday
2024-03-09,17,Karyawan_17,08:24,08:00,1,Berawan,Saturday
2024-09-16,14,Karyawan_14,08:52,08:00,1,Hujan,Monday
2024-08-19,9,Karyawan_9,08:55,08:00,1,Cerah,Monday
2024-09-17,9,Karyawan_9,08:30,08:00,1,Cerah,Tuesday
2024-03-08,8,Karyawan_8,08:15,08:00,1,Berawan,Friday
2024-02-17,14,Karyawan_14,09:00,08:00,1,Hujan,Saturday
2024-03-20,19,Karyawan_19,07:56,08:00,0,Berawan,Wednesday
2024-11-21,20,Karyawan_20,07:52,08:00,0,Berawan,Thursday
2024-01-10,16,Karyawan_16,08:55,08:00,1,Hujan,Wednesday
2024-10-04,8,Karyawan_8,08:08,08:00,1,Cerah,Friday
2024-12-07,12,Karyawan_12,08:22,08:00,1,Berawan,Saturday
2024-09-20,4,Karyawan_4,07:53,08:00,0,Cerah,Friday
2024-10-06,18,Karyawan_18,09:00,08:00,1,Cerah,Sunday
2024-01-30,6,Karyawan_6,08:56,08:00,1,Berawan,Tuesday
2024-01-23,6,Karyawan_6,08:40,08:00,1,Hujan,Tuesday
2024-02-29,1,Karyawan_1,08:12,08:00,1,Cerah,Thursday
2024-09-23,5,Karyawan_5,08:31,08:00,1,Hujan,Monday
2024-04-07,2,Karyawan_2,08:01,08:00,0,Berawan,Sunday
2024-06-09,15,Karyawan_15,08:22,08:00,1,Hujan,Sunday
2024-08-27,11,Karyawan_11,07:53,08:00,0,Berawan,Tuesday
2024-03-14,8,Karyawan_8,08:14,08:00,1,Berawan,Thursday
2024-03-23,5,Karyawan_5,08:08,08:00,1,Cerah,Saturday
2024-02-16,2,Karyawan_2,08:50,08:00,1,Hujan,Friday
2024-04-23,12,Karyawan_12,07:50,08:00,0,Berawan,Tuesday
2024-07-15,14,Karyawan_14,08:58,08:00,1,Berawan,Monday
2024-09-05,3,Karyawan_3,08:12,08:00,1,Hujan,Thursday
2024-02-19,14,Karyawan_14,08:41,08:00,1,Hujan,Monday
2024-07-22,2,Karyawan_2,08:40,08:00,1,Hujan,Monday
2024-03-15,13,Karyawan_13,08:10,08:00,1,Cerah,Friday
2024-10-17,19,Karyawan_19,08:05,08:00,0,Hujan,Thursday
2024-04-29,2,Karyawan_2,08:32,08:00,1,Berawan,Monday
2024-03-20,19,Karyawan_19,08:43,08:00,1,Hujan,Wednesday
2024-04-26,7,Karyawan_7,08:55,08:00,1,Cerah,Friday
2024-11-29,1,Karyawan_1,08:15,08:00,1,Hujan,Friday
2024-06-05,9,Karyawan_9,08:16,08:00,1,Berawan,Wednesday
